domain,estimand,detection_profile,action_delay_fraction,residual_contact_multiplier,system_family,effect,source_artifact,observation_profile,method,rewiring_fraction,epidemic_model,disease_regime,mapping,contrast,endpoint
observation_error,policy_over_no_action,,,,radolfzell_great_tits_ontogeny,0.0230278720134781,results/EXP-20260817-006/full/observation_absolute_family.csv,joint_moderate,contact_to_detected,,,,,,
observation_error,policy_over_no_action,,,,radolfzell_great_tits_ontogeny,-0.0203640642828171,results/EXP-20260817-006/full/observation_absolute_family.csv,joint_moderate,history_weight,,,,,,
observation_error,policy_over_no_action,,,,radolfzell_great_tits_ontogeny,0.0229729799353493,results/EXP-20260817-006/full/observation_absolute_family.csv,reference,contact_to_detected,,,,,,
observation_error,policy_over_no_action,,,,radolfzell_great_tits_ontogeny,-0.0191354833170134,results/EXP-20260817-006/full/observation_absolute_family.csv,reference,history_weight,,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,domestic_sheep_sirtrack,0.0041666666666666,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.0,,,,,
rewiring,detected_contacts_over_history,early_detection,,,domestic_sheep_sirtrack,-0.0052083333333333,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.0,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,domestic_sheep_sirtrack,0.0029947916666666,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.5,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,domestic_sheep_sirtrack,0.0018229166666666,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,1.0,,,,,
rewiring,detected_contacts_over_history,early_detection,,,domestic_sheep_sirtrack,0.0080729166666666,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.5,,,,,
rewiring,detected_contacts_over_history,early_detection,,,domestic_sheep_sirtrack,0.006640625,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,1.0,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,guinea_baboons_sociopatterns,0.0,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.0,,,,,
rewiring,detected_contacts_over_history,early_detection,,,guinea_baboons_sociopatterns,0.0,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.0,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,guinea_baboons_sociopatterns,-0.0011518429487179,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.5,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,guinea_baboons_sociopatterns,-0.0005008012820512,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,1.0,,,,,
rewiring,detected_contacts_over_history,early_detection,,,guinea_baboons_sociopatterns,0.0006009615384615,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.5,,,,,
rewiring,detected_contacts_over_history,early_detection,,,guinea_baboons_sociopatterns,0.0036558493589743,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,1.0,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,0.0036487766736356,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.0,,,,,
rewiring,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,0.0012966778591778,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.0,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,0.0494461117579591,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.5,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,linked_wytham_songbird_family,0.0708509347951325,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,1.0,,,,,
rewiring,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,0.0472399534748862,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.5,,,,,
rewiring,detected_contacts_over_history,early_detection,,,linked_wytham_songbird_family,0.0552216553234809,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,1.0,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,0.0,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.0,,,,,
rewiring,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,-0.0117647058823529,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.0,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,0.0130514705882352,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.5,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,oxford_wildbird_network,0.0158088235294117,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,1.0,,,,,
rewiring,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,0.0641544117647058,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.5,,,,,
rewiring,detected_contacts_over_history,early_detection,,,oxford_wildbird_network,0.0705882352941176,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,1.0,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,0.0007180318246981,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.0,,,,,
rewiring,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,-0.0013194862837917,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.0,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,0.0144355101632635,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.5,,,,,
rewiring,detected_contacts_over_history,delayed_detection,,,radolfzell_great_tits_ontogeny,0.0206175338661298,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,1.0,,,,,
rewiring,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,0.0135019918318921,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,0.5,,,,,
rewiring,detected_contacts_over_history,early_detection,,,radolfzell_great_tits_ontogeny,0.0213969788292769,results/EXP-20260816-019/full/relative_family_summary.csv | results/EXP-20260816-020/full/relative_family_summary.csv,,,1.0,,,,,
temporal_score,oracle_regret_reduction,,,,domestic_sheep_sirtrack,-0.00010185185185190154,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,oracle_regret_reduction,,,,guinea_baboons_sociopatterns,-0.00304624150778,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,oracle_regret_reduction,,,,linked_wytham_songbird_family,3.941871387359982e-05,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,oracle_regret_reduction,,,,oxford_wildbird_network,0.0,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,oracle_regret_reduction,,,,radolfzell_great_tits_ontogeny,-0.00032994127947069945,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,rank_correlation_gain,,,,domestic_sheep_sirtrack,0.0034181006553780924,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,rank_correlation_gain,,,,guinea_baboons_sociopatterns,-0.023809523809523947,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,rank_correlation_gain,,,,linked_wytham_songbird_family,0.009541005756968923,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,rank_correlation_gain,,,,oxford_wildbird_network,5.570441587221531e-06,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,rank_correlation_gain,,,,radolfzell_great_tits_ontogeny,0.0032199493843521054,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,top20_value_capture_gain,,,,domestic_sheep_sirtrack,0.0005203902907211788,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,top20_value_capture_gain,,,,guinea_baboons_sociopatterns,-0.12686691466326128,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,top20_value_capture_gain,,,,linked_wytham_songbird_family,0.01610658156312239,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,top20_value_capture_gain,,,,oxford_wildbird_network,0.0,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
temporal_score,top20_value_capture_gain,,,,radolfzell_great_tits_ontogeny,-0.03875144735569269,results/EXP-20260816-005/full/ordered_family_metrics.csv,,,,,,,,
